CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
6/26/2019 16:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,OTHER,"CURVE, LEVEL",DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,616,E,103RD ST,511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,6,41.70750957,-87.60818282
6/4/2019 9:40,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,28,N,BESSIE COLEMAN DR,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,6,,
6/22/2019 22:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,263,N,PULASKI RD,1122,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,6,41.88477947,-87.72563893
6/8/2019 7:08,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,698,S,CICERO AVE,1533,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,7,6,41.87208214,-87.74507954
6/22/2019 10:35,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,400,N,ASHLAND AVE,1215,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,7,6,41.88889806,-87.66721889
6/28/2019 18:46,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2456,N,CALIFORNIA AVE,1414,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,6,6,41.92648029,-87.69760793
6/3/2019 17:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1521,E,83RD ST,412,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,2,6,41.74406836,-87.58721968
6/4/2019 15:44,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,5725,N,CALIFORNIA AVE,2011,2,NO INDICATION OF INJURY,0,0,0,0,0,10,0,15,3,6,41.98577215,-87.69909833
6/4/2019 6:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1732,N,LA SALLE DR,1814,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,3,6,,
6/18/2019 13:40,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,13,W,I190 EXPY,1654,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,6,,
6/10/2019 16:22,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,6832,S,CARPENTER ST,724,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,2,6,41.76957,-87.65074096
6/9/2019 14:30,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,5439,S,SPAULDING AVE,822,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,1,6,41.79413954,-87.70587379
6/14/2019 22:15,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4761,N,CLARK ST,1913,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,22,6,6,41.9688193,-87.66733832
6/12/2019 16:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3835,W,MADISON ST,1122,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,4,6,41.88065941,-87.72219367
6/4/2019 6:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,3,6,,
6/6/2019 20:15,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",ROAD ENGINEERING/SURFACE/MARKING DEFECTS,UNABLE TO DETERMINE,3840,S,WESTERN AVE,911,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,5,6,41.82362886,-87.68501074
6/8/2019 19:55,35,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,8820,S,BURLEY AVE,424,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,7,6,41.73496063,-87.54592599
6/14/2019 17:54,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2403,W,ARTHUR AVE,2412,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,17,6,6,41.99943148,-87.69007352
6/4/2019 17:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,333,S,WACKER DR,122,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,6,41.87728631,-87.6365063
6/7/2019 9:00,20,NO CONTROLS,NO CONTROLS,OTHER,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2702,N,CALIFORNIA AVE,1411,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,6,6,41.93042104,-87.69772054
6/14/2019 18:22,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,5910,N,BROADWAY,2013,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,6,6,41.98938986,-87.66039625
6/7/2019 18:37,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,5242,W,WASHINGTON BLVD,1523,1,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,6,6,41.88245892,-87.75678748
6/1/2019 0:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,123,N,DESPLAINES ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,7,6,41.88390953,-87.64404241
6/14/2019 14:23,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,"OVER $1,500",IMPROPER LANE USAGE,IMPROPER LANE USAGE,98,E,OHIO ST,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,6,6,41.8926327,-87.62546935
6/15/2019 13:00,35,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER BACKING,NOT APPLICABLE,3036,W,MONTROSE AVE,1724,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,7,6,41.96132046,-87.70488128
6/13/2019 8:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,7578,N,WESTERN AVE,2411,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,6,42.019439,-87.69032202
6/13/2019 23:07,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,NOT APPLICABLE,1900,W,TOUHY AVE,2424,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,6,42.0126836,-87.67829382
6/7/2019 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6735,S,JEFFERY BLVD,331,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,6,41.77240308,-87.57631928
6/2/2019 20:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,NOT APPLICABLE,NOT APPLICABLE,7100,S,PULASKI RD,833,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,1,6,41.76400775,-87.72249911
6/12/2019 13:31,30,STOP SIGN/FLASHER,OTHER,RAIN,DAWN,TURNING,OTHER,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,7742,W,HIGGINS AVE,1612,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,6,41.98427101,-87.82068643
6/3/2019 17:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,7756,S,HALSTED ST,621,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,2,6,41.75260136,-87.6442376
6/10/2019 8:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,6415,S,KEDZIE AVE,823,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,2,6,41.77669007,-87.7029387
6/8/2019 0:05,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4049,W,79TH ST,834,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,7,6,41.74929252,-87.72394906
6/12/2019 9:15,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,W,TERMINAL ST,1651,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,6,,
6/14/2019 8:30,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ALLEY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,4019,S,DEARBORN ST,213,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,6,41.82131579,-87.62738387
6/9/2019 19:07,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER LANE USAGE,IMPROPER LANE USAGE,24,W,RANDOLPH ST,111,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,1,6,41.88459574,-87.62879501
6/8/2019 1:38,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,6550,W,FULLERTON AVE,2512,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,7,6,41.92375371,-87.78957064
6/15/2019 16:18,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,IMPROPER TURNING/NO SIGNAL,WEATHER,539,W,MADISON ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,6,41.88175449,-87.64110846
6/10/2019 22:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,55,S,HAMLIN BLVD,1122,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,2,6,41.87987472,-87.72056646
6/7/2019 15:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1000,N,LAKE SHORE DR,1824,2,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,15,6,6,41.90075297,-87.624235
6/7/2019 15:04,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1633,W,95TH ST,2213,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,15,6,6,41.72108279,-87.66418596
6/7/2019 16:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,11500,S,HALSTED ST,524,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,6,41.68502626,-87.64229737
6/4/2019 15:45,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,9500,S,STONY ISLAND AVE,511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,6,41.72225727,-87.58527557
6/5/2019 22:05,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1443,S,KOMENSKY AVE,1011,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,6,41.86122581,-87.7260999
6/6/2019 10:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,111,S,KARLOV AVE,1115,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,6,41.87935482,-87.72792833
6/5/2019 22:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1200,S,COLUMBUS DR,132,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,4,6,41.86738791,-87.62049103
6/4/2019 16:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4348,S,ASHLAND AVE,924,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,6,41.81442942,-87.66526396
6/5/2019 16:35,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,2356,S,KEELER AVE,1013,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,6,41.84745604,-87.72965464
6/9/2019 14:05,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,SHOULDER DEFECT,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2400,N,KILDARE AVE,2524,3,"REPORTED, NOT EVIDENT",4,0,0,0,4,0,0,14,1,6,41.92448476,-87.73426822
6/2/2019 18:12,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,901,S,MICHIGAN AVE,114,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,1,6,41.8705633,-87.62399297
6/9/2019 4:45,45,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,4500,S,LAKE SHORE DR SB,222,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,1,6,41.81419293,-87.59301118
6/13/2019 11:16,30,OTHER WARNING SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,11,E,OHIO ST,1834,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,11,5,6,41.89236782,-87.62758901
6/11/2019 6:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,3399,N,CUMBERLAND AVE,1631,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,6,3,6,41.94033467,-87.83606525
6/15/2019 11:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3200,N,CICERO AVE,1634,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,11,7,6,41.93887056,-87.74702056
6/13/2019 9:00,25,STOP SIGN/FLASHER,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,800,N,SEDGWICK ST,1823,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,6,41.89663259,-87.6387939
6/5/2019 14:25,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2346,E,79TH ST,414,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,4,6,41.75183003,-87.56680212
