Test,Display,TestNumber,Trial,Subject,Response,TrueValue
Slope,1,7,D,76,0.9,0.8
Slope,1,7,D,77,1,0.8
Slope,1,7,D,78,0.98,0.8
Slope,1,7,D,79,0.95,0.8
Slope,1,7,D,80,0.85,0.8
Slope,1,7,D,81,0.9,0.8
Slope,1,7,D,82,0.1,0.8
Slope,1,7,D,83,1,0.8
Slope,1,7,D,84,0.8,0.8
Slope,1,7,D,85,0.9,0.8
Slope,1,7,D,86,1,0.8
Slope,1,7,D,87,0.95,0.8
Slope,1,7,D,88,1.1,0.8
Slope,1,7,D,89,1,0.8
Slope,1,7,D,90,0.9,0.8
Slope,1,7,D,91,1,0.8
Slope,1,7,D,92,0.9,0.8
Slope,2,8,B,1,0.8,0.6
Slope,2,8,B,2,0.9,0.6
Slope,2,8,B,3,0.45,0.6
Slope,2,8,B,4,0.85,0.6
Slope,2,8,B,5,0.8,0.6
Slope,2,8,B,6,0.75,0.6
Slope,2,8,B,7,0.9,0.6
Slope,2,8,B,8,0.5,0.6
Slope,2,8,B,9,0.75,0.6
Slope,2,8,B,10,0.75,0.6
Slope,2,8,B,11,0.9,0.6
Slope,2,8,B,12,0.75,0.6
Slope,2,8,B,13,0.92,0.6
Slope,2,8,B,14,0.8,0.6
Slope,2,8,B,15,0.8,0.6
Slope,2,8,B,16,0.8,0.6
Slope,2,8,B,17,0.8,0.6
Slope,2,8,B,18,0.8,0.6
Slope,2,8,B,19,0.9,0.6
Slope,2,8,B,20,0.9,0.6
Slope,2,8,B,21,0.9,0.6
Slope,2,8,B,22,0.7,0.6
Slope,2,8,B,23,0.02,0.6
Slope,2,8,B,24,0.9,0.6
Slope,2,8,B,25,0.75,0.6
Slope,2,8,B,26,0.9,0.6
Slope,2,8,B,27,1,0.6
Slope,2,8,B,28,0.95,0.6
Slope,2,8,B,29,0.85,0.6
Slope,2,8,B,30,1.05,0.6
Slope,2,8,B,31,0.9,0.6
Slope,2,8,B,32,1.2,0.6
Slope,2,8,B,33,0.9,0.6
Slope,2,8,B,34,0.9,0.6
Slope,2,8,B,35,0.95,0.6
Slope,2,8,B,36,0.9,0.6
Slope,2,8,B,37,0.95,0.6
Slope,2,8,B,38,0.8,0.6
Slope,2,8,B,39,0.87,0.6
Slope,2,8,B,40,0.8,0.6
Slope,2,8,B,41,0.1,0.6
Slope,2,8,B,42,1,0.6
Slope,2,8,B,43,0.1,0.6
Slope,2,8,B,44,0.75,0.6
Slope,2,8,B,45,0.95,0.6
Slope,2,8,B,46,0.9,0.6
Slope,2,8,B,47,0.95,0.6
Slope,2,8,B,48,0.9,0.6
Slope,2,8,B,49,0.8,0.6
Slope,2,8,B,50,0.95,0.6
Slope,2,8,B,51,0.2,0.6
Slope,2,8,B,52,0.95,0.6
Slope,2,8,B,53,0.95,0.6
Slope,2,8,B,54,0.9,0.6
Slope,2,8,B,55,0.15,0.6
Slope,2,8,B,56,0.9,0.6
Slope,2,8,B,57,0.8,0.6
Slope,2,8,B,58,0.75,0.6
Slope,2,8,B,59,0.85,0.6
Slope,2,8,B,60,0.8,0.6
Slope,2,8,B,61,0.8,0.6
Slope,2,8,B,62,0.95,0.6
Slope,2,8,B,63,0.85,0.6
Slope,2,8,B,64,0.9,0.6
Slope,2,8,B,65,0.75,0.6
Slope,2,8,B,66,0.5,0.6
Slope,2,8,B,67,0.1,0.6
Slope,2,8,B,68,0.8,0.6
Slope,2,8,B,69,0.9,0.6
Slope,2,8,B,70,0.8,0.6
Slope,2,8,B,71,0.8,0.6
Slope,2,8,B,72,0.95,0.6
Slope,2,8,B,73,0.8,0.6
Slope,2,8,B,74,0.8,0.6
Slope,2,8,B,75,0.9,0.6
Slope,2,8,B,76,0.9,0.6
Slope,2,8,B,77,0.85,0.6
Slope,2,8,B,78,0.86,0.6
Slope,2,8,B,79,0.25,0.6
Slope,2,8,B,80,0.8,0.6
Slope,2,8,B,81,0.75,0.6
Slope,2,8,B,82,0.15,0.6
Slope,2,8,B,83,0.9,0.6
Slope,2,8,B,84,0.7,0.6
Slope,2,8,B,85,0.85,0.6
Slope,2,8,B,86,0.9,0.6
Slope,2,8,B,87,0.75,0.6
Slope,2,8,B,88,0.9,0.6
Slope,2,8,B,89,0.8,0.6
Slope,2,8,B,90,0.4,0.6
Slope,2,8,B,91,0.7,0.6
Slope,2,8,B,92,0.75,0.6
Slope,2,8,C,1,0.8,0.55
Slope,2,8,C,2,0.85,0.55
Slope,2,8,C,3,0.9,0.55
Slope,2,8,C,4,0.9,0.55
Slope,2,8,C,5,0.7,0.55
Slope,2,8,C,6,0.5,0.55
Slope,2,8,C,7,0.8,0.55
Slope,2,8,C,8,0.5,0.55
Slope,2,8,C,9,0.6,0.55
Slope,2,8,C,10,0.7,0.55
Slope,2,8,C,11,0.9,0.55
Slope,2,8,C,12,0.75,0.55
Slope,2,8,C,13,0.92,0.55
Slope,2,8,C,14,0.8,0.55
Slope,2,8,C,15,0.7,0.55
Slope,2,8,C,16,0.8,0.55
Slope,2,8,C,17,0.7,0.55
Slope,2,8,C,18,0.7,0.55
Slope,2,8,C,19,0.8,0.55
Slope,2,8,C,20,0.9,0.55
Slope,2,8,C,21,0.9,0.55
Slope,2,8,C,22,0.75,0.55
Slope,2,8,C,23,0.03,0.55
Slope,2,8,C,24,0.9,0.55
Slope,2,8,C,25,0.75,0.55
Slope,2,8,C,26,0.9,0.55
Slope,2,8,C,27,1,0.55
Slope,2,8,C,28,0.9,0.55
Slope,2,8,C,29,0.85,0.55
Slope,2,8,C,30,1.02,0.55
Slope,2,8,C,31,0.85,0.55
Slope,2,8,C,32,1.2,0.55
Slope,2,8,C,33,0.8,0.55
Slope,2,8,C,34,0.9,0.55
Slope,2,8,C,35,0.95,0.55
Slope,2,8,C,36,0.8,0.55
Slope,2,8,C,37,0.8,0.55
Slope,2,8,C,38,0.8,0.55
Slope,2,8,C,39,0.83,0.55
Slope,2,8,C,40,0.9,0.55
Slope,2,8,C,41,0.2,0.55
Slope,2,8,C,42,1,0.55
Slope,2,8,C,43,0.15,0.55
Slope,2,8,C,44,0.75,0.55
Slope,2,8,C,45,0.95,0.55
Slope,2,8,C,46,0.9,0.55
Slope,2,8,C,47,0.9,0.55
Slope,2,8,C,48,0.9,0.55
Slope,2,8,C,49,0.7,0.55
Slope,2,8,C,50,0.9,0.55
Slope,2,8,C,51,0.2,0.55
Slope,2,8,C,52,0.9,0.55
Slope,2,8,C,53,0.9,0.55
Slope,2,8,C,54,0.9,0.55
Slope,2,8,C,55,0.3,0.55
Slope,2,8,C,56,0.8,0.55
Slope,2,8,C,57,0.8,0.55
Slope,2,8,C,58,0.75,0.55
Slope,2,8,C,59,0.7,0.55
Slope,2,8,C,60,0.8,0.55
Slope,2,8,C,61,0.7,0.55
Slope,2,8,C,62,0.95,0.55
Slope,2,8,C,63,0.9,0.55
Slope,2,8,C,64,0.9,0.55
Slope,2,8,C,65,0.65,0.55
Slope,2,8,C,66,0.5,0.55
Slope,2,8,C,67,0.1,0.55
Slope,2,8,C,68,0.8,0.55
Slope,2,8,C,69,0.7,0.55
Slope,2,8,C,70,0.75,0.55
Slope,2,8,C,71,0.75,0.55
Slope,2,8,C,72,0.95,0.55
Slope,2,8,C,73,0.8,0.55
Slope,2,8,C,74,0.8,0.55
Slope,2,8,C,75,0.9,0.55
Slope,2,8,C,76,0.9,0.55
Slope,2,8,C,77,0.7,0.55
Slope,2,8,C,78,0.81,0.55
Slope,2,8,C,79,0.1,0.55
Slope,2,8,C,80,0.75,0.55
Slope,2,8,C,81,0.7,0.55
Slope,2,8,C,82,0.15,0.55
Slope,2,8,C,83,0.9,0.55
Slope,2,8,C,84,0.8,0.55
Slope,2,8,C,85,0.8,0.55
Slope,2,8,C,86,0.9,0.55
Slope,2,8,C,87,0.75,0.55
Slope,2,8,C,88,0.9,0.55
Slope,2,8,C,89,0.7,0.55
Slope,2,8,C,90,0.5,0.55
Slope,2,8,C,91,0.7,0.55
Slope,2,8,C,92,0.8,0.55
Slope,2,8,D,1,0.95,0.8
Slope,2,8,D,2,0.95,0.8
Slope,2,8,D,3,0.95,0.8
Slope,2,8,D,4,1,0.8
Slope,2,8,D,5,1,0.8
Slope,2,8,D,6,0.25,0.8
Slope,2,8,D,7,1,0.8
Slope,2,8,D,8,1,0.8
Slope,2,8,D,9,0.95,0.8
Slope,2,8,D,10,0.9,0.8
Slope,2,8,D,11,0.95,0.8
Slope,2,8,D,12,0.75,0.8
Slope,2,8,D,13,0.95,0.8
Slope,2,8,D,14,1,0.8
Slope,2,8,D,15,0.9,0.8
Slope,2,8,D,16,0.81,0.8
Slope,2,8,D,17,0.9,0.8
Slope,2,8,D,18,1,0.8
Slope,2,8,D,19,0.9,0.8
Slope,2,8,D,20,1,0.8
Slope,2,8,D,21,1,0.8
Slope,2,8,D,22,0.8,0.8
Slope,2,8,D,23,0.01,0.8
Slope,2,8,D,24,1,0.8
Slope,2,8,D,25,0.9,0.8
Slope,2,8,D,26,0.9,0.8
Slope,2,8,D,27,1,0.8
Slope,2,8,D,28,0.95,0.8
Slope,2,8,D,29,1,0.8
Slope,2,8,D,30,1,0.8
Slope,2,8,D,31,0.95,0.8
Slope,2,8,D,32,1,0.8
Slope,2,8,D,33,1,0.8
Slope,2,8,D,34,1,0.8
Slope,2,8,D,35,0.98,0.8
Slope,2,8,D,36,0.99,0.8
Slope,2,8,D,37,0.75,0.8
Slope,2,8,D,38,0.9,0.8
Slope,2,8,D,39,0.95,0.8
Slope,2,8,D,40,0.95,0.8
Slope,2,8,D,41,0.1,0.8
Slope,2,8,D,42,1,0.8
Slope,2,8,D,43,0.15,0.8
Slope,2,8,D,44,0.8,0.8
Slope,2,8,D,45,1,0.8
Slope,2,8,D,46,1,0.8
Slope,2,8,D,47,1,0.8
Slope,2,8,D,48,0.95,0.8
Slope,2,8,D,49,0.95,0.8
Slope,2,8,D,50,0.95,0.8
Slope,2,8,D,51,0.1,0.8
Slope,2,8,D,52,1,0.8
Slope,2,8,D,53,1,0.8
Slope,2,8,D,54,1,0.8
Slope,2,8,D,55,0.1,0.8
Slope,2,8,D,56,1,0.8
Slope,2,8,D,57,0.9,0.8
Slope,2,8,D,58,0.9,0.8
Slope,2,8,D,59,0.8,0.8
Slope,2,8,D,60,0.9,0.8
Slope,2,8,D,61,0.9,0.8
Slope,2,8,D,62,1,0.8
Slope,2,8,D,63,0.95,0.8
Slope,2,8,D,64,1,0.8
Slope,2,8,D,65,1,0.8
Slope,2,8,D,66,1,0.8
Slope,2,8,D,67,0.2,0.8
Slope,2,8,D,68,1,0.8
Slope,2,8,D,69,0.75,0.8
Slope,2,8,D,70,0.9,0.8
Slope,2,8,D,71,0.8,0.8
Slope,2,8,D,72,1,0.8
Slope,2,8,D,73,1,0.8
Slope,2,8,D,74,0.85,0.8
Slope,2,8,D,75,0.98,0.8
Slope,2,8,D,76,0.95,0.8
Slope,2,8,D,77,0.85,0.8
Slope,2,8,D,78,0.93,0.8
Slope,2,8,D,79,0.05,0.8
Slope,2,8,D,80,0.9,0.8
Slope,2,8,D,81,0.8,0.8
Slope,2,8,D,82,0.1,0.8
Slope,2,8,D,83,1,0.8
Slope,2,8,D,84,0.9,0.8
Slope,2,8,D,85,0.95,0.8
Slope,2,8,D,86,1,0.8
Slope,2,8,D,87,0.85,0.8
Slope,2,8,D,88,1.01,0.8
Slope,2,8,D,89,1,0.8
Slope,2,8,D,90,0.9,0.8
Slope,2,8,D,91,1,0.8
Slope,2,8,D,92,0.95,0.8
Angle,1,9,B,1,0.6,0.6
Angle,1,9,B,2,0.5,0.6
Angle,1,9,B,3,0.5,0.6
Angle,1,9,B,4,0.55,0.6
Angle,1,9,B,5,0.6,0.6
Angle,1,9,B,6,0.5,0.6
Angle,1,9,B,7,0.9,0.6
Angle,1,9,B,8,0.7,0.6
Angle,1,9,B,9,0.5,0.6
Angle,1,9,B,10,0.65,0.6
Angle,1,9,B,11,0.6,0.6
Angle,1,9,B,12,0.5,0.6
Angle,1,9,B,13,0.45,0.6
Angle,1,9,B,14,0.6,0.6
Angle,1,9,B,15,0.55,0.6
Angle,1,9,B,16,0.55,0.6
Angle,1,9,B,17,0.5,0.6
Angle,1,9,B,18,0.6,0.6
Angle,1,9,B,19,0.5,0.6
Angle,1,9,B,20,0.5,0.6
Angle,1,9,B,21,0.75,0.6
Angle,1,9,B,22,0.65,0.6
Angle,1,9,B,23,0.7,0.6
Angle,1,9,B,24,0.65,0.6
Angle,1,9,B,25,0.3,0.6
Angle,1,9,B,26,0.35,0.6
Angle,1,9,B,27,0.8,0.6
Angle,1,9,B,28,0.6,0.6
Angle,1,9,B,29,0.6,0.6
Angle,1,9,B,30,0.6,0.6
Angle,1,9,B,31,0.5,0.6
Angle,1,9,B,32,0.6,0.6
Angle,1,9,B,33,0.6,0.6
Angle,1,9,B,34,0.6,0.6
Angle,1,9,B,35,0.6,0.6
Angle,1,9,B,36,0.7,0.6
Angle,1,9,B,37,0.5,0.6
Angle,1,9,B,38,0.6,0.6
Angle,1,9,B,39,0.79,0.6
Angle,1,9,B,40,0.3,0.6
Angle,1,9,B,41,0.45,0.6
Angle,1,9,B,42,0.8,0.6
Angle,1,9,B,43,0.25,0.6
Angle,1,9,B,44,0.6,0.6
Angle,1,9,B,45,0.8,0.6
Angle,1,9,B,46,0.75,0.6
Angle,1,9,B,47,0.6,0.6
Angle,1,9,B,48,0.5,0.6
Angle,1,9,B,49,0.5,0.6
Angle,1,9,B,50,0.5,0.6
Angle,1,9,B,51,0.5,0.6
Angle,1,9,B,52,0.5,0.6
Angle,1,9,B,53,0.5,0.6
Angle,1,9,B,54,0.5,0.6
Angle,1,9,B,55,0.66,0.6
Angle,1,9,B,56,0.5,0.6
Angle,1,9,B,57,0.6,0.6
Angle,1,9,B,58,0.6,0.6
Angle,1,9,B,59,0.75,0.6
Angle,1,9,B,60,0.4,0.6
Angle,1,9,B,61,0.5,0.6
Angle,1,9,B,62,0.8,0.6
Angle,1,9,B,63,0.5,0.6
Angle,1,9,B,64,0.5,0.6
Angle,1,9,B,65,0.5,0.6
Angle,1,9,B,66,0.55,0.6
Angle,1,9,B,67,0.5,0.6
Angle,1,9,B,68,0.33,0.6
Angle,1,9,B,69,0.3,0.6
Angle,1,9,B,70,0.4,0.6
Angle,1,9,B,71,0.6,0.6
Angle,1,9,B,72,0.5,0.6
Angle,1,9,B,73,0.5,0.6
Angle,1,9,B,74,0.45,0.6
Angle,1,9,B,75,0.8,0.6
Angle,1,9,B,76,0.4,0.6
Angle,1,9,B,77,0.5,0.6
Angle,1,9,B,78,0.67,0.6
Angle,1,9,B,79,0.4,0.6
Angle,1,9,B,80,0.5,0.6
Angle,1,9,B,81,0.6,0.6
Angle,1,9,B,82,0.6,0.6
Angle,1,9,B,83,0.8,0.6
Angle,1,9,B,84,0.7,0.6
Angle,1,9,B,85,0.5,0.6
Angle,1,9,B,86,0.6,0.6
Angle,1,9,B,87,0.7,0.6
Angle,1,9,B,88,0.5,0.6
Angle,1,9,B,89,0.7,0.6
Angle,1,9,B,90,0.6,0.6
Angle,1,9,B,91,0.5,0.6
Angle,1,9,B,92,0.6,0.6
Angle,1,9,C,1,0.6,0.55
Angle,1,9,C,2,0.45,0.55
Angle,1,9,C,3,0.45,0.55
Angle,1,9,C,4,0.5,0.55
Angle,1,9,C,5,0.6,0.55
Angle,1,9,C,6,0.5,0.55
Angle,1,9,C,7,0.95,0.55
Angle,1,9,C,8,0.5,0.55
Angle,1,9,C,9,0.4,0.55
Angle,1,9,C,10,0.6,0.55
Angle,1,9,C,11,0.75,0.55
Angle,1,9,C,12,0.25,0.55
Angle,1,9,C,13,0.45,0.55
Angle,1,9,C,14,0.5,0.55
Angle,1,9,C,15,0.44,0.55
Angle,1,9,C,16,0.55,0.55
Angle,1,9,C,17,0.6,0.55
Angle,1,9,C,18,0.5,0.55
Angle,1,9,C,19,0.4,0.55
Angle,1,9,C,20,0.5,0.55
Angle,1,9,C,21,0.75,0.55
Angle,1,9,C,22,0.5,0.55
Angle,1,9,C,23,0.8,0.55
Angle,1,9,C,24,0.65,0.55
Angle,1,9,C,25,0.2,0.55
Angle,1,9,C,26,0.24,0.55
Angle,1,9,C,27,0.8,0.55
Angle,1,9,C,28,0.5,0.55
Angle,1,9,C,29,0.5,0.55
Angle,1,9,C,30,0.5,0.55
Angle,1,9,C,31,0.4,0.55
Angle,1,9,C,32,0.6,0.55
Angle,1,9,C,33,0.5,0.55
Angle,1,9,C,34,0.5,0.55
Angle,1,9,C,35,0.5,0.55
Angle,1,9,C,36,0.5,0.55
Angle,1,9,C,37,0.5,0.55
Angle,1,9,C,38,0.6,0.55
Angle,1,9,C,39,0.81,0.55
Angle,1,9,C,40,0.25,0.55
Angle,1,9,C,41,0.4,0.55
Angle,1,9,C,42,0.8,0.55
Angle,1,9,C,43,0.15,0.55
Angle,1,9,C,44,0.5,0.55
Angle,1,9,C,45,0.55,0.55
Angle,1,9,C,46,0.5,0.55
Angle,1,9,C,47,0.5,0.55
Angle,1,9,C,48,0.3,0.55
Angle,1,9,C,49,0.4,0.55
Angle,1,9,C,50,0.5,0.55
Angle,1,9,C,51,0.5,0.55
Angle,1,9,C,52,0.45,0.55
Angle,1,9,C,53,0.5,0.55
Angle,1,9,C,54,0.5,0.55
Angle,1,9,C,55,0.5,0.55
Angle,1,9,C,56,0.5,0.55
Angle,1,9,C,57,0.5,0.55
Angle,1,9,C,58,0.45,0.55
Angle,1,9,C,59,0.7,0.55
Angle,1,9,C,60,0.4,0.55
Angle,1,9,C,61,0.45,0.55
Angle,1,9,C,62,0.8,0.55
Angle,1,9,C,63,0.5,0.55
Angle,1,9,C,64,0.5,0.55
Angle,1,9,C,65,0.4,0.55
Angle,1,9,C,66,0.5,0.55
Angle,1,9,C,67,0.5,0.55
Angle,1,9,C,68,0.33,0.55
Angle,1,9,C,69,0.2,0.55
Angle,1,9,C,70,0.7,0.55
Angle,1,9,C,71,0.5,0.55
Angle,1,9,C,72,0.5,0.55
Angle,1,9,C,73,0.5,0.55
Angle,1,9,C,74,0.45,0.55
Angle,1,9,C,75,0.7,0.55
Angle,1,9,C,76,0.4,0.55
Angle,1,9,C,77,0.5,0.55
Angle,1,9,C,78,0.65,0.55
Angle,1,9,C,79,0.3,0.55
Angle,1,9,C,80,0.45,0.55
Angle,1,9,C,81,0.45,0.55
Angle,1,9,C,82,0.6,0.55
Angle,1,9,C,83,0.5,0.55
Angle,1,9,C,84,0.6,0.55
Angle,1,9,C,85,0.3,0.55
Angle,1,9,C,86,0.5,0.55
Angle,1,9,C,87,0.65,0.55
Angle,1,9,C,88,0.45,0.55
Angle,1,9,C,89,0.7,0.55
Angle,1,9,C,90,0.5,0.55
Angle,1,9,C,91,0.5,0.55
Angle,1,9,C,92,0.5,0.55
Angle,1,9,D,1,0.8,0.8
Angle,1,9,D,2,0.75,0.8
Angle,1,9,D,3,0.95,0.8
Angle,1,9,D,4,1,0.8
Angle,1,9,D,5,0.95,0.8
Angle,1,9,D,6,1,0.8
Angle,1,9,D,7,1,0.8
Angle,1,9,D,8,1,0.8
Angle,1,9,D,9,1,0.8
Angle,1,9,D,10,0.95,0.8
Angle,1,9,D,11,0.9,0.8
Angle,1,9,D,12,1,0.8
Angle,1,9,D,13,1,0.8
Angle,1,9,D,14,0.9,0.8
Angle,1,9,D,15,0.88,0.8
Angle,1,9,D,16,0.6,0.8
Angle,1,9,D,17,0.8,0.8
Angle,1,9,D,18,1,0.8
Angle,1,9,D,19,0.8,0.8
Angle,1,9,D,20,0.75,0.8
Angle,1,9,D,21,1,0.8
Angle,1,9,D,22,0.85,0.8
Angle,1,9,D,23,0.6,0.8
Angle,1,9,D,24,0.85,0.8
Angle,1,9,D,25,1,0.8
Angle,1,9,D,26,0.45,0.8
Angle,1,9,D,27,0.9,0.8
Angle,1,9,D,28,0.9,0.8
Angle,1,9,D,29,0.8,0.8
Angle,1,9,D,30,0.9,0.8
Angle,1,9,D,31,0.8,0.8
Angle,1,9,D,32,1,0.8
Angle,1,9,D,33,0.9,0.8
Angle,1,9,D,34,0.8,0.8
Angle,1,9,D,35,0.95,0.8
Angle,1,9,D,36,0.8,0.8
Angle,1,9,D,37,0.75,0.8
Angle,1,9,D,38,1,0.8
Angle,1,9,D,39,0.92,0.8
Angle,1,9,D,40,0.45,0.8
Angle,1,9,D,41,0.9,0.8
Angle,1,9,D,42,0.9,0.8
Angle,1,9,D,43,0.9,0.8
Angle,1,9,D,44,0.75,0.8
Angle,1,9,D,45,0.95,0.8
Angle,1,9,D,46,1,0.8
Angle,1,9,D,47,0.9,0.8
Angle,1,9,D,48,0.8,0.8
Angle,1,9,D,49,0.8,0.8
Angle,1,9,D,50,1,0.8
Angle,1,9,D,51,0.9,0.8
Angle,1,9,D,52,0.85,0.8
Angle,1,9,D,53,1,0.8
Angle,1,9,D,54,1,0.8
Angle,1,9,D,55,1,0.8
Angle,1,9,D,56,0.9,0.8
Angle,1,9,D,57,0.75,0.8
Angle,1,9,D,58,0.85,0.8
Angle,1,9,D,59,1,0.8
Angle,1,9,D,60,0.7,0.8
Angle,1,9,D,61,0.9,0.8
Angle,1,9,D,62,1,0.8
Angle,1,9,D,63,0.8,0.8
Angle,1,9,D,64,0.8,0.8
Angle,1,9,D,65,1,0.8
Angle,1,9,D,66,0.9,0.8
Angle,1,9,D,67,0.75,0.8
Angle,1,9,D,68,0.75,0.8
Angle,1,9,D,69,0.6,0.8
Angle,1,9,D,70,0.9,0.8
Angle,1,9,D,71,0.7,0.8
Angle,1,9,D,72,0.9,0.8
Angle,1,9,D,73,1,0.8
Angle,1,9,D,74,0.65,0.8
Angle,1,9,D,75,0.9,0.8
Angle,1,9,D,76,0.9,0.8
Angle,1,9,D,77,0.8,0.8
Angle,1,9,D,78,0.85,0.8
Angle,1,9,D,79,0.7,0.8
Angle,1,9,D,80,0.8,0.8
Angle,1,9,D,81,0.75,0.8
Angle,1,9,D,82,0.9,0.8
Angle,1,9,D,83,1,0.8
Angle,1,9,D,84,0.9,0.8
Angle,1,9,D,85,0.8,0.8
Angle,1,9,D,86,0.7,0.8
Angle,1,9,D,87,0.9,0.8
Angle,1,9,D,88,0.95,0.8
Angle,1,9,D,89,1,0.8
Angle,1,9,D,90,0.8,0.8
Angle,1,9,D,91,0.9,0.8
Angle,1,9,D,92,0.8,0.8
Angle,2,10,B,1,0.5,0.4
Angle,2,10,B,2,0.3,0.4
Angle,2,10,B,3,0.5,0.4
Angle,2,10,B,4,0.5,0.4
Angle,2,10,B,5,0.5,0.4
Angle,2,10,B,6,0.25,0.4
Angle,2,10,B,7,0.35,0.4
Angle,2,10,B,8,0.5,0.4
Angle,2,10,B,9,0.2,0.4
Angle,2,10,B,10,0.45,0.4
Angle,2,10,B,11,0.25,0.4
Angle,2,10,B,12,0.25,0.4
Angle,2,10,B,13,0.22,0.4
Angle,2,10,B,14,0.3,0.4
Angle,2,10,B,15,0.33,0.4
Angle,2,10,B,16,0.5,0.4
Angle,2,10,B,17,0.5,0.4
Angle,2,10,B,18,0.5,0.4
Angle,2,10,B,19,0.33,0.4
Angle,2,10,B,20,0.33,0.4
Angle,2,10,B,21,0.3,0.4
Angle,2,10,B,22,0.2,0.4
Angle,2,10,B,23,0.7,0.4
Angle,2,10,B,24,0.3,0.4
Angle,2,10,B,25,0.25,0.4
Angle,2,10,B,26,0.2,0.4
Angle,2,10,B,27,0.5,0.4
Angle,2,10,B,28,0.6,0.4
Angle,2,10,B,29,0.3,0.4
Angle,2,10,B,30,0.5,0.4
Angle,2,10,B,31,0.3,0.4
Angle,2,10,B,32,0.33,0.4
Angle,2,10,B,33,0.35,0.4
Angle,2,10,B,34,0.35,0.4
Angle,2,10,B,35,0.5,0.4
Angle,2,10,B,36,0.4,0.4
Angle,2,10,B,37,0.3,0.4
Angle,2,10,B,38,0.25,0.4
Angle,2,10,B,39,0.53,0.4
Angle,2,10,B,40,0.1,0.4
Angle,2,10,B,41,0.3,0.4
Angle,2,10,B,42,0.5,0.4
Angle,2,10,B,43,0.25,0.4
Angle,2,10,B,44,0.4,0.4
Angle,2,10,B,45,0.45,0.4
Angle,2,10,B,46,0.5,0.4
Angle,2,10,B,47,0.3,0.4
Angle,2,10,B,48,0.3,0.4
Angle,2,10,B,49,0.4,0.4
Angle,2,10,B,50,0.5,0.4
Angle,2,10,B,51,0.4,0.4
Angle,2,10,B,52,0.45,0.4
Angle,2,10,B,53,0.3,0.4
Angle,2,10,B,54,0.2,0.4
Angle,2,10,B,55,0.33,0.4
Angle,2,10,B,56,0.5,0.4
Angle,2,10,B,57,0.25,0.4
Angle,2,10,B,58,0.25,0.4
Angle,2,10,B,59,0.45,0.4
Angle,2,10,B,60,0.25,0.4
Angle,2,10,B,61,0.3,0.4
Angle,2,10,B,62,0.5,0.4
Angle,2,10,B,63,0.33,0.4
Angle,2,10,B,64,0.4,0.4
Angle,2,10,B,65,0.5,0.4
Angle,2,10,B,66,0.33,0.4
Angle,2,10,B,67,0.25,0.4
Angle,2,10,B,68,0.25,0.4
Angle,2,10,B,69,0.5,0.4
Angle,2,10,B,70,0.3,0.4
Angle,2,10,B,71,0.4,0.4
Angle,2,10,B,72,0.25,0.4
Angle,2,10,B,73,0.5,0.4
Angle,2,10,B,74,0.2,0.4
Angle,2,10,B,75,0.1,0.4
Angle,2,10,B,76,0.5,0.4
Angle,2,10,B,77,0.4,0.4
Angle,2,10,B,78,0.48,0.4
Angle,2,10,B,79,0.1,0.4
Angle,2,10,B,80,0.5,0.4
Angle,2,10,B,81,0.3,0.4
Angle,2,10,B,82,0.2,0.4
Angle,2,10,B,83,0.4,0.4
Angle,2,10,B,84,0.4,0.4
Angle,2,10,B,85,0.25,0.4
Angle,2,10,B,86,0.4,0.4
Angle,2,10,B,87,0.45,0.4
Angle,2,10,B,88,0.3,0.4
Angle,2,10,B,89,0.25,0.4
Angle,2,10,B,90,0.3,0.4
Angle,2,10,B,91,0.6,0.4
Angle,2,10,B,92,0.5,0.4
Angle,2,10,C,1,1,0.8
Angle,2,10,C,2,0.75,0.8
Angle,2,10,C,3,0.8,0.8
Angle,2,10,C,4,0.6,0.8
Angle,2,10,C,5,0.75,0.8
Angle,2,10,C,6,0.75,0.8
Angle,2,10,C,7,0.6,0.8
Angle,2,10,C,8,0.7,0.8
Angle,2,10,C,9,0.6,0.8
Angle,2,10,C,10,0.85,0.8
Angle,2,10,C,11,0.85,0.8
Angle,2,10,C,12,0.75,0.8
Angle,2,10,C,13,0.79,0.8
Angle,2,10,C,14,0.7,0.8
Angle,2,10,C,15,0.66,0.8
Angle,2,10,C,16,0.25,0.8
Angle,2,10,C,17,0.6,0.8
Angle,2,10,C,18,1,0.8
Angle,2,10,C,19,0.75,0.8
Angle,2,10,C,20,0.66,0.8
Angle,2,10,C,21,0.8,0.8
Angle,2,10,C,22,0.5,0.8
Angle,2,10,C,23,0.6,0.8
Angle,2,10,C,24,0.5,0.8
Angle,2,10,C,25,0.5,0.8
Angle,2,10,C,26,0.45,0.8
Angle,2,10,C,27,0.9,0.8
Angle,2,10,C,28,0.3,0.8
Angle,2,10,C,29,0.5,0.8
Angle,2,10,C,30,0.8,0.8
Angle,2,10,C,31,0.8,0.8
Angle,2,10,C,32,0.8,0.8
Angle,2,10,C,33,0.9,0.8
Angle,2,10,C,34,0.67,0.8
Angle,2,10,C,35,0.9,0.8
Angle,2,10,C,36,0.8,0.8
Angle,2,10,C,37,0.8,0.8
Angle,2,10,C,38,0.9,0.8
Angle,2,10,C,39,0.88,0.8
Angle,2,10,C,40,0.35,0.8
Angle,2,10,C,41,0.75,0.8
Angle,2,10,C,42,0.9,0.8
Angle,2,10,C,43,0.5,0.8
Angle,2,10,C,44,0.8,0.8
