Station,Date,Time,WL,Sigma,I,L
9431647,1/22/2003,13:00,1.969,0.182,0,0
9431647,1/22/2003,14:00,1.636,0.137,0,0
9431647,1/22/2003,15:00,1.26,0.158,0,0
9431647,1/22/2003,16:00,1.107,0.162,0,0
9431647,1/22/2003,17:00,1.054,0.193,0,0
9431647,1/22/2003,18:00,1.314,0.176,0,0
9431647,1/22/2003,19:00,1.613,0.209,0,0
9431647,1/22/2003,20:00,2.005,0.234,0,0
9431647,1/22/2003,21:00,2.236,0.235,0,0
9431647,1/22/2003,22:00,2.414,0.156,0,0
9431647,1/22/2003,23:00,2.282,0.211,0,0
9431647,1/23/2003,0:00,2.028,0.239,0,0
9431647,1/23/2003,1:00,1.558,0.271,0,0
9431647,1/23/2003,2:00,1.006,0.166,0,0
9431647,1/23/2003,3:00,0.514,0.184,0,0
9431647,1/23/2003,4:00,0.212,0.142,0,0
9431647,1/23/2003,5:00,0.099,0.159,0,0
9431647,1/23/2003,6:00,0.236,0.177,0,0
9431647,1/23/2003,7:00,0.619,0.177,0,0
9431647,1/23/2003,8:00,1.118,0.14,0,0
9431647,1/23/2003,9:00,1.576,0.211,0,0
9431647,1/23/2003,10:00,2.012,0.276,0,0
9431647,1/23/2003,11:00,2.282,0.189,0,0
9431647,1/23/2003,12:00,2.313,0.172,0,0
9431647,1/23/2003,13:00,2.087,0.18,0,0
9431647,1/23/2003,14:00,1.735,0.139,0,0
9431647,1/23/2003,15:00,1.325,0.134,0,0
9431647,1/23/2003,16:00,1.008,0.149,0,0
9431647,1/23/2003,17:00,0.828,0.112,0,0
9431647,1/23/2003,18:00,0.783,0.119,0,0
9431647,1/23/2003,19:00,0.981,0.074,0,0
9431647,1/23/2003,20:00,1.282,0.133,0,0
9431647,1/23/2003,21:00,1.576,0.128,0,0
9431647,1/23/2003,22:00,1.85,0.137,0,0
9431647,1/23/2003,23:00,1.959,0.137,0,0
9431647,1/24/2003,0:00,1.925,0.138,0,0
9431647,1/24/2003,1:00,1.698,0.106,0,0
9431647,1/24/2003,2:00,1.293,0.129,0,0
9431647,1/24/2003,3:00,0.932,0.119,0,0
9431647,1/24/2003,4:00,0.53,0.114,0,0
9431647,1/24/2003,5:00,0.358,0.108,0,0
9431647,1/24/2003,6:00,0.307,0.122,0,0
9431647,1/24/2003,7:00,0.525,0.16,0,0
9431647,1/24/2003,8:00,0.937,0.129,0,0
9431647,1/24/2003,9:00,1.346,0.124,0,0
9431647,1/24/2003,10:00,1.86,0.122,0,0
9431647,1/24/2003,11:00,2.202,0.138,0,0
9431647,1/24/2003,12:00,2.377,0.145,0,0
9431647,1/24/2003,13:00,2.389,0.145,0,0
9431647,1/24/2003,14:00,2.112,0.147,0,0
9431647,1/24/2003,15:00,1.747,0.105,0,0
9431647,1/24/2003,16:00,1.32,0.106,0,0
9431647,1/24/2003,17:00,0.93,0.112,0,0
9431647,1/24/2003,18:00,0.756,0.126,0,0
9431647,1/24/2003,19:00,0.707,0.124,0,0
9431647,1/24/2003,20:00,0.841,0.099,0,0
9431647,1/24/2003,21:00,1.09,0.081,0,0
9431647,1/24/2003,22:00,1.362,0.13,0,0
9431647,1/24/2003,23:00,1.603,0.108,0,0
9431647,1/25/2003,0:00,1.773,0.129,0,0
9431647,1/25/2003,1:00,1.773,0.11,0,0
9431647,1/25/2003,2:00,1.597,0.093,0,0
9431647,1/25/2003,3:00,1.347,0.109,0,0
9431647,1/25/2003,4:00,1.009,0,0,
9431647,1/25/2003,5:00,0.751,0.131,0,0
9431647,1/25/2003,6:00,0.566,0.118,0,0
9431647,1/25/2003,7:00,0.606,0.152,0,0
9431647,1/25/2003,8:00,0.811,0.122,0,0
9431647,1/25/2003,9:00,1.149,0.129,0,0
9431647,1/25/2003,10:00,1.642,0,0,
9431647,1/25/2003,11:00,2.024,0.128,0,0
9431647,1/25/2003,12:00,2.354,0.129,0,0
9431647,1/25/2003,13:00,2.414,0.141,0,0
9431647,1/25/2003,14:00,2.346,0.158,0,0
9431647,1/25/2003,15:00,2.057,0.181,0,0
9431647,1/25/2003,16:00,1.658,0.144,0,0
9431647,1/25/2003,17:00,1.229,0.139,0,0
9431647,1/25/2003,18:00,0.903,0.138,0,0
9431647,1/25/2003,19:00,0.59,0.126,0,0
9431647,1/25/2003,20:00,0.506,0.158,0,0
9431647,1/25/2003,21:00,0.588,0.153,0,0
9431647,1/25/2003,22:00,0.875,0.136,0,0
9431647,1/25/2003,23:00,1.124,0.134,0,0
9431647,1/26/2003,0:00,1.338,0.129,0,0
9431647,1/26/2003,1:00,1.596,0.138,0,0
9431647,1/26/2003,2:00,1.622,0.131,0,0
9431647,1/26/2003,3:00,1.532,0.118,0,0
9431647,1/26/2003,4:00,1.358,0.136,0,0
9431647,1/26/2003,5:00,1.119,0.134,0,0
9431647,1/26/2003,6:00,0.912,0.095,0,0
9431647,1/26/2003,7:00,0.886,0.119,0,0
9431647,1/26/2003,8:00,0.892,0.129,0,0
9431647,1/26/2003,9:00,1.068,0.092,0,0
9431647,1/26/2003,10:00,1.427,0.114,0,0
9431647,1/26/2003,11:00,1.812,0.108,0,0
9431647,1/26/2003,12:00,2.13,0.102,0,0
9431647,1/26/2003,13:00,2.437,0.106,0,0
9431647,1/26/2003,14:00,2.466,0.13,0,0
9431647,1/26/2003,15:00,2.36,0.097,0,0
9431647,1/26/2003,16:00,2.092,0.078,0,0
9431647,1/26/2003,17:00,1.686,0.088,0,0
9431647,1/26/2003,18:00,1.149,0.098,0,0
9431647,1/26/2003,19:00,0.703,0.106,0,0
9431647,1/26/2003,20:00,0.429,0.1,0,0
9431647,1/26/2003,21:00,0.297,0.108,0,0
9431647,1/26/2003,22:00,0.389,0.105,0,0
9431647,1/26/2003,23:00,0.52,0.101,0,0
9431647,1/27/2003,0:00,0.864,0.097,0,0
9431647,1/27/2003,1:00,1.161,0.096,0,0
9431647,1/27/2003,2:00,1.386,0.11,0,0
9431647,1/27/2003,3:00,1.534,0.118,0,0
9431647,1/27/2003,4:00,1.557,0.133,0,0
9431647,1/27/2003,5:00,1.448,0.128,0,0
9431647,1/27/2003,6:00,1.317,0.082,0,0
9431647,1/27/2003,7:00,1.138,0.097,0,0
9431647,1/27/2003,8:00,1.01,0.123,0,0
9431647,1/27/2003,9:00,1.079,0.088,0,0
9431647,1/27/2003,10:00,1.252,0.107,0,0
9431647,1/27/2003,11:00,1.495,0.138,0,0
9431647,1/27/2003,12:00,1.855,0.081,0,0
9431647,1/27/2003,13:00,2.156,0.111,0,0
9431647,1/27/2003,14:00,2.421,0.119,0,0
9431647,1/27/2003,15:00,2.434,0.136,0,0
9431647,1/27/2003,16:00,2.315,0.091,0,0
9431647,1/27/2003,17:00,1.99,0.144,0,0
9431647,1/27/2003,18:00,1.512,0.115,0,0
9431647,1/27/2003,19:00,1.026,0.11,0,0
9431647,1/27/2003,20:00,0.562,0.085,0,0
9431647,1/27/2003,21:00,0.211,0.12,0,0
9431647,1/27/2003,22:00,0.054,0.09,0,0
9431647,1/27/2003,23:00,0.108,0.093,0,0
9431647,1/28/2003,0:00,0.342,0.069,0,0
9431647,1/28/2003,1:00,0.682,0.113,0,0
9431647,1/28/2003,2:00,1.018,0.099,0,0
9431647,1/28/2003,3:00,1.314,0.102,0,0
9431647,1/28/2003,4:00,1.526,0.097,0,0
9431647,1/28/2003,5:00,1.59,0.077,0,0
9431647,1/28/2003,6:00,1.554,0.076,0,0
9431647,1/28/2003,7:00,1.413,0.095,0,0
9431647,1/28/2003,8:00,1.231,0.082,0,0
9431647,1/28/2003,9:00,1.092,0.116,0,0
9431647,1/28/2003,10:00,1.153,0.083,0,0
9431647,1/28/2003,11:00,1.25,0.108,0,0
9431647,1/28/2003,12:00,1.533,0.1,0,0
9431647,1/28/2003,13:00,1.806,0.094,0,0
9431647,1/28/2003,14:00,2.132,0.096,0,0
9431647,1/28/2003,15:00,2.352,0.096,0,0
9431647,1/28/2003,16:00,2.417,0.107,0,0
9431647,1/28/2003,17:00,2.301,0.088,0,0
9431647,1/28/2003,18:00,1.927,0.102,0,0
9431647,1/28/2003,19:00,1.436,0.087,0,0
9431647,1/28/2003,20:00,0.904,0.087,0,0
9431647,1/28/2003,21:00,0.394,0.068,0,0
9431647,1/28/2003,22:00,0.005,0.074,0,0
9431647,1/28/2003,23:00,-0.14,0.069,0,0
9431647,1/29/2003,0:00,-0.086,0.076,0,0
9431647,1/29/2003,1:00,0.168,0.085,0,0
9431647,1/29/2003,2:00,0.544,0.087,0,0
9431647,1/29/2003,3:00,0.982,0.079,0,0
9431647,1/29/2003,4:00,1.345,0.074,0,0
9431647,1/29/2003,5:00,1.591,0.106,0,0
9431647,1/29/2003,6:00,1.674,0.075,0,0
9431647,1/29/2003,7:00,1.636,0.09,0,0
9431647,1/29/2003,8:00,1.496,0.081,0,0
9431647,1/29/2003,9:00,1.324,0.068,0,0
9431647,1/29/2003,10:00,1.155,0.08,0,0
9431647,1/29/2003,11:00,1.169,0.076,0,0
9431647,1/29/2003,12:00,1.293,0.072,0,0
9431647,1/29/2003,13:00,1.553,0.085,0,0
9431647,1/29/2003,14:00,1.928,0.065,0,0
9431647,1/29/2003,15:00,2.235,0.114,0,0
9431647,1/29/2003,16:00,2.471,0.105,0,0
9431647,1/29/2003,17:00,2.55,0.082,0,0
9431647,1/29/2003,18:00,2.337,0.081,0,0
9431647,1/29/2003,19:00,1.99,0.096,0,0
9431647,1/29/2003,20:00,1.42,0.104,0,0
9431647,1/29/2003,21:00,0.819,0.107,0,0
9431647,1/29/2003,22:00,0.268,0.103,0,0
9431647,1/29/2003,23:00,-0.101,0.063,0,0
9431647,1/30/2003,0:00,-0.23,0.083,0,0
9431647,1/30/2003,1:00,-0.153,0.082,0,0
9431647,1/30/2003,2:00,0.186,0.066,0,0
9431647,1/30/2003,3:00,0.605,0.079,0,0
9431647,1/30/2003,4:00,1.093,0.1,0,0
9431647,1/30/2003,5:00,1.517,0.158,0,0
9431647,1/30/2003,6:00,1.822,0.143,0,0
9431647,1/30/2003,7:00,1.891,0.135,0,0
9431647,1/30/2003,8:00,1.802,0.14,0,0
9431647,1/30/2003,9:00,1.596,0.158,0,0
9431647,1/30/2003,10:00,1.378,0.146,0,0
9431647,1/30/2003,11:00,1.223,0.096,0,0
9431647,1/30/2003,12:00,1.191,0.133,0,0
9431647,1/30/2003,13:00,1.315,0.092,0,0
9431647,1/30/2003,14:00,1.585,0.12,0,0
9431647,1/30/2003,15:00,1.981,0.088,0,0
9431647,1/30/2003,16:00,2.293,0.088,0,0
9431647,1/30/2003,17:00,2.513,0.104,0,0
9431647,1/30/2003,18:00,2.592,0.097,0,0
9431647,1/30/2003,19:00,2.374,0.097,0,0
9431647,1/30/2003,20:00,1.918,0.091,0,0
9431647,1/30/2003,21:00,1.34,0.072,0,0
9431647,1/30/2003,22:00,0.705,0.08,0,0
9431647,1/30/2003,23:00,0.201,0.075,0,0
9431647,1/31/2003,0:00,-0.176,0.054,0,0
9431647,1/31/2003,1:00,-0.278,0.063,0,0
9431647,1/31/2003,2:00,-0.14,0.072,0,0
9431647,1/31/2003,3:00,0.244,0.066,0,0
9431647,1/31/2003,4:00,0.725,0.088,0,0
9431647,1/31/2003,5:00,1.21,0.091,0,0
9431647,1/31/2003,6:00,1.648,0.087,0,0
9431647,1/31/2003,7:00,1.889,0.111,0,0
9431647,1/31/2003,8:00,1.947,0.083,0,0
9431647,1/31/2003,9:00,1.812,0.094,0,0
9431647,1/31/2003,10:00,1.594,0.114,0,0
9431647,1/31/2003,11:00,1.334,0.068,0,0
9431647,1/31/2003,12:00,1.213,0.081,0,0
9431647,1/31/2003,13:00,1.166,0.089,0,0
9431647,1/31/2003,14:00,1.319,0.099,0,0
9431647,1/31/2003,15:00,1.656,0.08,0,0
9431647,1/31/2003,16:00,2.047,0.091,0,0
9431647,1/31/2003,17:00,2.406,0.11,0,0
9431647,1/31/2003,18:00,2.62,0.087,0,0
9431647,1/31/2003,19:00,2.586,0.12,0,0
9431647,1/31/2003,20:00,2.337,0.092,0,0
9431647,1/31/2003,21:00,1.87,0.115,0,0
9431647,1/31/2003,22:00,1.212,0.108,0,0
9431647,1/31/2003,23:00,0.548,0.096,0,0
9431647,2/1/2003,0:00,0.032,0.08,0,0
9431647,2/1/2003,1:00,-0.258,0.078,0,0
9431647,2/1/2003,2:00,-0.273,0.095,0,0
9431647,2/1/2003,3:00,-0.019,0.088,0,0
9431647,2/1/2003,4:00,0.394,0.083,0,0
9431647,2/1/2003,5:00,0.934,0.106,0,0
9431647,2/1/2003,6:00,1.438,0.122,0,0
9431647,2/1/2003,7:00,1.832,0.102,0,0
9431647,2/1/2003,8:00,1.957,0.112,0,0
9431647,2/1/2003,9:00,1.966,0.12,0,0
9431647,2/1/2003,10:00,1.738,0.122,0,0
9431647,2/1/2003,11:00,1.474,0.096,0,0
9431647,2/1/2003,12:00,1.168,0.087,0,0
9431647,2/1/2003,13:00,1.048,0.07,0,0
9431647,2/1/2003,14:00,1.047,0.104,0,0
9431647,2/1/2003,15:00,1.276,0.085,0,0
9431647,2/1/2003,16:00,1.64,0.109,0,0
9431647,2/1/2003,17:00,2.013,0.098,0,0
9431647,2/1/2003,18:00,2.363,0.097,0,0
9431647,2/1/2003,19:00,2.483,0.117,0,0
9431647,2/1/2003,20:00,2.382,0.097,0,0
9431647,2/1/2003,21:00,2.058,0.109,0,0
9431647,2/1/2003,22:00,1.543,0.1,0,0
9431647,2/1/2003,23:00,0.853,0.067,0,0
9431647,2/2/2003,0:00,0.259,0.086,0,0
9431647,2/2/2003,1:00,-0.189,0.061,0,0
9431647,2/2/2003,2:00,-0.428,0.063,0,0
9431647,2/2/2003,3:00,-0.361,0.05,0,0
9431647,2/2/2003,4:00,-0.06,0.079,0,0
9431647,2/2/2003,5:00,0.443,0.068,0,0
9431647,2/2/2003,6:00,1.015,0.063,0,0
9431647,2/2/2003,7:00,1.495,0.09,0,0
9431647,2/2/2003,8:00,1.808,0.074,0,0
9431647,2/2/2003,9:00,1.89,0.103,0,0
9431647,2/2/2003,10:00,1.739,0.095,0,0
9431647,2/2/2003,11:00,1.477,0.087,0,0
9431647,2/2/2003,12:00,1.163,0.081,0,0
9431647,2/2/2003,13:00,0.902,0.062,0,0
9431647,2/2/2003,14:00,0.791,0.072,0,0
9431647,2/2/2003,15:00,0.883,0.06,0,0
9431647,2/2/2003,16:00,1.135,0.057,0,0
9431647,2/2/2003,17:00,1.53,0.058,0,0
9431647,2/2/2003,18:00,1.926,0.06,0,0
9431647,2/2/2003,19:00,2.216,0.079,0,0
9431647,2/2/2003,20:00,2.309,0.075,0,0
9431647,2/2/2003,21:00,2.162,0.06,0,0
9431647,2/2/2003,22:00,1.764,0.054,0,0
9431647,2/2/2003,23:00,1.193,0.055,0,0
9431647,2/3/2003,0:00,0.563,0.065,0,0
9431647,2/3/2003,1:00,-0.018,0.056,0,0
9431647,2/3/2003,2:00,-0.355,0.041,0,0
9431647,2/3/2003,3:00,-0.466,0.052,0,0
9431647,2/3/2003,4:00,-0.297,0.051,0,0
9431647,2/3/2003,5:00,0.129,0.046,0,0
9431647,2/3/2003,6:00,0.641,0.05,0,0
9431647,2/3/2003,7:00,1.187,0.053,0,0
9431647,2/3/2003,8:00,1.592,0.071,0,0
9431647,2/3/2003,9:00,1.8,0.059,0,0
9431647,2/3/2003,10:00,1.792,0.062,0,0
9431647,2/3/2003,11:00,1.599,0.051,0,0
9431647,2/3/2003,12:00,1.281,0.048,0,0
9431647,2/3/2003,13:00,0.94,0.044,0,0
9431647,2/3/2003,14:00,0.726,0.051,0,0
9431647,2/3/2003,15:00,0.669,0.044,0,0
9431647,2/3/2003,16:00,0.801,0.039,0,0
9431647,2/3/2003,17:00,1.102,0.031,0,0
9431647,2/3/2003,18:00,1.489,0.043,0,0
9431647,2/3/2003,19:00,1.858,0.063,0,0
9431647,2/3/2003,20:00,2.086,0.049,0,0
9431647,2/3/2003,21:00,2.103,0.048,0,0
9431647,2/3/2003,22:00,1.862,0.065,0,0
9431647,2/3/2003,23:00,1.438,0.057,0,0
9431647,2/4/2003,0:00,0.883,0.041,0,0
9431647,2/4/2003,1:00,0.315,0.032,0,0
9431647,2/4/2003,2:00,-0.139,0.036,0,0
9431647,2/4/2003,3:00,-0.39,0.027,0,0
9431647,2/4/2003,4:00,-0.371,0.037,0,0
9431647,2/4/2003,5:00,-0.091,0.047,0,0
9431647,2/4/2003,6:00,0.373,0.05,0,0
9431647,2/4/2003,7:00,0.896,0.042,0,0
9431647,2/4/2003,8:00,1.388,0.079,0,0
9431647,2/4/2003,9:00,1.679,0.052,0,0
9431647,2/4/2003,10:00,1.798,0.078,0,0
9431647,2/4/2003,11:00,1.693,0.07,0,0
9431647,2/4/2003,12:00,1.426,0.066,0,0
9431647,2/4/2003,13:00,1.106,0.053,0,0
9431647,2/4/2003,14:00,0.799,0.049,0,0
9431647,2/4/2003,15:00,0.602,0.047,0,0
9431647,2/4/2003,16:00,0.573,0.04,0,0
9431647,2/4/2003,17:00,0.794,0.043,0,0
9431647,2/4/2003,18:00,1.105,0.057,0,0
9431647,2/4/2003,19:00,1.473,0.048,0,0
9431647,2/4/2003,20:00,1.764,0.064,0,0
9431647,2/4/2003,21:00,1.935,0.071,0,0
9431647,2/4/2003,22:00,1.892,0.066,0,0
9431647,2/4/2003,23:00,1.628,0.074,0,0
9431647,2/5/2003,0:00,1.202,0.072,0,0
9431647,2/5/2003,1:00,0.695,0.049,0,0
9431647,2/5/2003,2:00,0.218,0.032,0,0
9431647,2/5/2003,3:00,-0.093,0.042,0,0
9431647,2/5/2003,4:00,-0.203,0.044,0,0
9431647,2/5/2003,5:00,-0.046,0.037,0,0
9431647,2/5/2003,6:00,0.28,0.047,0,0
9431647,2/5/2003,7:00,0.744,0.069,0,0
9431647,2/5/2003,8:00,1.215,0.05,0,0
9431647,2/5/2003,9:00,1.638,0.068,0,0
9431647,2/5/2003,10:00,1.834,0.063,0,0
9431647,2/5/2003,11:00,1.84,0.037,0,0
9431647,2/5/2003,12:00,1.645,0.066,0,0
9431647,2/5/2003,13:00,1.365,0.057,0,0
9431647,2/5/2003,14:00,1.022,0.052,0,0
9431647,2/5/2003,15:00,0.758,0.055,0,0
9431647,2/5/2003,16:00,0.61,0.065,0,0
9431647,2/5/2003,17:00,0.665,0.041,0,0
9431647,2/5/2003,18:00,0.879,0.059,0,0
9431647,2/5/2003,19:00,1.199,0.075,0,0
9431647,2/5/2003,20:00,1.515,0.039,0,0
9431647,2/5/2003,21:00,1.749,0.051,0,0
9431647,2/5/2003,22:00,1.817,0.061,0,0
9431647,2/5/2003,23:00,1.721,0.045,0,0
9431647,2/6/2003,0:00,1.489,0.051,0,0
9431647,2/6/2003,1:00,1.073,0.069,0,0
9431647,2/6/2003,2:00,0.641,0.05,0,0
9431647,2/6/2003,3:00,0.307,0.053,0,0
9431647,2/6/2003,4:00,0.113,0.039,0,0
9431647,2/6/2003,5:00,0.121,0.039,0,0
9431647,2/6/2003,6:00,0.354,0.048,0,0
9431647,2/6/2003,7:00,0.717,0.067,0,0
9431647,2/6/2003,8:00,1.166,0.046,0,0
9431647,2/6/2003,9:00,1.545,0.037,0,0
9431647,2/6/2003,10:00,1.823,0.065,0,0
9431647,2/6/2003,11:00,1.924,0.056,0,0
9431647,2/6/2003,12:00,1.832,0.059,0,0
9431647,2/6/2003,13:00,1.611,0.039,0,0
9431647,2/6/2003,14:00,1.297,0.053,0,0
9431647,2/6/2003,15:00,0.965,0.064,0,0
9431647,2/6/2003,16:00,0.732,0.047,0,0
9431647,2/6/2003,17:00,0.641,0.072,0,0
9431647,2/6/2003,18:00,0.715,0.047,0,0
9431647,2/6/2003,19:00,0.931,0.055,0,0
9431647,2/6/2003,20:00,1.191,0.071,0,0
9431647,2/6/2003,21:00,1.462,0.075,0,0
9431647,2/6/2003,22:00,1.63,0.064,0,0
9431647,2/6/2003,23:00,1.665,0.067,0,0
9431647,2/7/2003,0:00,1.542,0.095,0,0
9431647,2/7/2003,1:00,1.287,0.105,0,0
9431647,2/7/2003,2:00,0.951,0.102,0,0
9431647,2/7/2003,3:00,0.633,0.092,0,0
9431647,2/7/2003,4:00,0.374,0.066,0,0
9431647,2/7/2003,5:00,0.32,0.059,0,0
9431647,2/7/2003,6:00,0.447,0.049,0,0
9431647,2/7/2003,7:00,0.673,0.073,0,0
9431647,2/7/2003,8:00,1.035,0.088,0,0
9431647,2/7/2003,9:00,1.421,0.086,0,0
9431647,2/7/2003,10:00,1.722,0.071,0,0
9431647,2/7/2003,11:00,1.916,0.087,0,0
9431647,2/7/2003,12:00,1.894,0.085,0,0
9431647,2/7/2003,13:00,1.762,0.086,0,0
9431647,2/7/2003,14:00,1.516,0.089,0,0
9431647,2/7/2003,15:00,1.187,0.121,0,0
9431647,2/7/2003,16:00,0.902,0.1,0,0
9431647,2/7/2003,17:00,0.692,0.054,0,0
9431647,2/7/2003,18:00,0.654,0.073,0,0
9431647,2/7/2003,19:00,0.694,0.057,0,0
9431647,2/7/2003,20:00,0.876,0.076,0,0
9431647,2/7/2003,21:00,1.125,0.073,0,0
9431647,2/7/2003,22:00,1.324,0.071,0,0
9431647,2/7/2003,23:00,1.47,0.112,0,0
9431647,2/8/2003,0:00,1.507,0.088,0,0
9431647,2/8/2003,1:00,1.415,0.079,0,0
9431647,2/8/2003,2:00,1.197,0.067,0,0
9431647,2/8/2003,3:00,0.977,0.049,0,0
9431647,2/8/2003,4:00,0.743,0.053,0,0
9431647,2/8/2003,5:00,0.617,0.066,0,0
9431647,2/8/2003,6:00,0.644,0.047,0,0
9431647,2/8/2003,7:00,0.798,0.078,0,0
9431647,2/8/2003,8:00,1.063,0.064,0,0
9431647,2/8/2003,9:00,1.381,0.064,0,0
9431647,2/8/2003,10:00,1.673,0.059,0,0
9431647,2/8/2003,11:00,1.934,0.059,0,0
9431647,2/8/2003,12:00,1.98,0.073,0,0
9431647,2/8/2003,13:00,1.952,0.067,0,0
9431647,2/8/2003,14:00,1.777,0.065,0,0
9431647,2/8/2003,15:00,1.484,0.07,0,0
9431647,2/8/2003,16:00,1.157,0.071,0,0
9431647,2/8/2003,17:00,0.873,0.071,0,0
9431647,2/8/2003,18:00,0.699,0.068,0,0
9431647,2/8/2003,19:00,0.63,0.092,0,0
9431647,2/8/2003,20:00,0.692,0.065,0,0
9431647,2/8/2003,21:00,0.821,0.092,0,0
9431647,2/8/2003,22:00,1.016,0.059,0,0
9431647,2/8/2003,23:00,1.218,0.063,0,0
9431647,2/9/2003,0:00,1.34,0.067,0,0
9431647,2/9/2003,1:00,1.382,0.085,0,0
9431647,2/9/2003,2:00,1.292,0.104,0,0
9431647,2/9/2003,3:00,1.159,0.084,0,0
9431647,2/9/2003,4:00,1,0.072,0,0
9431647,2/9/2003,5:00,0.849,0.076,0,0
9431647,2/9/2003,6:00,0.815,0.07,0,0
9431647,2/9/2003,7:00,0.852,0.101,0,0
9431647,2/9/2003,8:00,1.038,0.064,0,0
9431647,2/9/2003,9:00,1.274,0.062,0,0
9431647,2/9/2003,10:00,1.531,0.068,0,0
9431647,2/9/2003,11:00,1.764,0.083,0,0
9431647,2/9/2003,12:00,1.92,0.063,0,0
9431647,2/9/2003,13:00,1.958,0.066,0,0
9431647,2/9/2003,14:00,1.863,0.077,0,0
9431647,2/9/2003,15:00,1.676,0.094,0,0
9431647,2/9/2003,16:00,1.383,0.071,0,0
9431647,2/9/2003,17:00,1.063,0.067,0,0
9431647,2/9/2003,18:00,0.774,0.079,0,0
9431647,2/9/2003,19:00,0.606,0.079,0,0
9431647,2/9/2003,20:00,0.522,0.063,0,0
9431647,2/9/2003,21:00,0.548,0.046,0,0
9431647,2/9/2003,22:00,0.653,0.068,0,0
9431647,2/9/2003,23:00,0.839,0.07,0,0
9431647,2/10/2003,0:00,1.033,0.065,0,0
9431647,2/10/2003,1:00,1.186,0.046,0,0
9431647,2/10/2003,2:00,1.25,0.069,0,0
9431647,2/10/2003,3:00,1.217,0.07,0,0
9431647,2/10/2003,4:00,1.16,0.07,0,0
9431647,2/10/2003,5:00,1.047,0.05,0,0
9431647,2/10/2003,6:00,0.986,0.079,0,0
9431647,2/10/2003,7:00,0.938,0.072,0,0
9431647,2/10/2003,8:00,1.02,0.066,0,0
9431647,2/10/2003,9:00,1.187,0.082,0,0
9431647,2/10/2003,10:00,1.374,0.075,0,0
9431647,2/10/2003,11:00,1.62,0.068,0,0
9431647,2/10/2003,12:00,1.807,0.054,0,0
9431647,2/10/2003,13:00,1.971,0.053,0,0
9431647,2/10/2003,14:00,1.958,0.054,0,0
9431647,2/10/2003,15:00,1.833,0.061,0,0
9431647,2/10/2003,16:00,1.626,0.064,0,0
9431647,2/10/2003,17:00,1.306,0.04,0,0
9431647,2/10/2003,18:00,0.971,0.053,0,0
9431647,2/10/2003,19:00,0.699,0.038,0,0
9431647,2/10/2003,20:00,0.48,0.029,0,0
9431647,2/10/2003,21:00,0.412,0.038,0,0
9431647,2/10/2003,22:00,0.427,0.034,0,0
9431647,2/10/2003,23:00,0.56,0.032,0,0
9431647,2/11/2003,0:00,0.748,0.044,0,0
9431647,2/11/2003,1:00,0.99,0.033,0,0
9431647,2/11/2003,2:00,1.166,0.038,0,0
9431647,2/11/2003,3:00,1.253,0.04,0,0
9431647,2/11/2003,4:00,1.313,0.044,0,0
9431647,2/11/2003,5:00,1.305,0.033,0,0
9431647,2/11/2003,6:00,1.249,0.059,0,0
9431647,2/11/2003,7:00,1.205,0.058,0,0
9431647,2/11/2003,8:00,1.218,0.034,0,0
9431647,2/11/2003,9:00,1.248,0.048,0,0
9431647,2/11/2003,10:00,1.386,0.049,0,0
9431647,2/11/2003,11:00,1.575,0.045,0,0
9431647,2/11/2003,12:00,1.802,0.045,0,0
9431647,2/11/2003,13:00,2,0.045,0,0
9431647,2/11/2003,14:00,2.094,0.05,0,0
9431647,2/11/2003,15:00,2.127,0.051,0,0
9431647,2/11/2003,16:00,2,0.04,0,0
9431647,2/11/2003,17:00,1.749,0.031,0,0
9431647,2/11/2003,18:00,1.41,0.04,0,0
9431647,2/11/2003,19:00,1.053,0.034,0,0
9431647,2/11/2003,20:00,0.692,0.044,0,0
9431647,2/11/2003,21:00,0.452,0.034,0,0
9431647,2/11/2003,22:00,0.331,0.036,0,0
9431647,2/11/2003,23:00,0.386,0.036,0,0
9431647,2/12/2003,0:00,0.533,0.036,0,0
9431647,2/12/2003,1:00,0.769,0.028,0,0
9431647,2/12/2003,2:00,1.034,0.041,0,0
9431647,2/12/2003,3:00,1.274,0.049,0,0
9431647,2/12/2003,4:00,1.439,0.041,0,0
9431647,2/12/2003,5:00,1.534,0.037,0,0
9431647,2/12/2003,6:00,1.522,0.046,0,0
9431647,2/12/2003,7:00,1.457,0.046,0,0
9431647,2/12/2003,8:00,1.38,0.051,0,0
9431647,2/12/2003,9:00,1.332,0.039,0,0
9431647,2/12/2003,10:00,1.36,0.066,0,0
9431647,2/12/2003,11:00,1.477,0.039,0,0
9431647,2/12/2003,12:00,1.677,0.056,0,0
9431647,2/12/2003,13:00,1.9,0.053,0,0
9431647,2/12/2003,14:00,2.064,0.076,0,0
9431647,2/12/2003,15:00,2.177,0.055,0,0
9431647,2/12/2003,16:00,2.16,0,0,
9431647,2/12/2003,17:00,2.031,0,0,
9431647,2/12/2003,18:00,1.75,0,0,
9431647,2/12/2003,19:00,1.376,0.064,0,0
9431647,2/12/2003,20:00,0.971,0.061,0,0
9431647,2/12/2003,21:00,0.625,0.042,0,0
9431647,2/12/2003,22:00,0.346,0.051,0,0
9431647,2/12/2003,23:00,0.264,0.059,0,0
9431647,2/13/2003,0:00,0.304,0.063,0,0
9431647,2/13/2003,1:00,0.552,0.068,0,0
